region,hour,fuel,value
DE,99,Heat,0.00845
DE,100,Heat,0.00857
DE,101,Heat,0.00971
DE,102,Heat,0.01011
DE,103,Heat,0.01142
DE,104,Heat,0.01363
DE,105,Heat,0.00987
DE,106,Heat,0.00819
DE,107,Heat,0.00501
DE,108,Heat,0.00659
DE,109,Heat,0.00819
DE,110,Heat,0.01235
DE,111,Heat,0.01777
DE,112,Heat,0.02028
DE,113,Heat,0.01909
DE,114,Heat,0.0155
DE,115,Heat,0.01429
DE,116,Heat,0.01525
DE,117,Heat,0.01798
DE,118,Heat,0.0155
DE,119,Heat,0.01363
DE,120,Heat,0.01017
DK,1,Power,0.00933
DK,2,Power,0.0101
DK,3,Power,0.01216
DK,4,Power,0.01123
DK,5,Power,0.01212
DK,6,Power,0.01158
DK,7,Power,0.01327
DK,8,Power,0.01272
DK,9,Power,0.01336
DK,10,Power,0.01363
DK,11,Power,0.01383
DK,12,Power,0.01399
DK,13,Power,0.01246
DK,14,Power,0.01177
DK,15,Power,0.00978
DK,16,Power,0.00881
DK,17,Power,0.00741
DK,18,Power,0.00683
DK,19,Power,0.00615
DK,20,Power,0.00572
DK,21,Power,0.00561
DK,22,Power,0.00593
DK,23,Power,0.00732
DK,24,Power,0.00937
DK,25,Power,0.01164
DK,26,Power,0.01245
DK,27,Power,0.01116
DK,28,Power,0.0105
DK,29,Power,0.00899
DK,30,Power,0.00947
DK,31,Power,0.00836
DK,32,Power,0.00862
DK,33,Power,0.00922
DK,34,Power,0.0095
DK,35,Power,0.00947
DK,36,Power,0.00807
DK,37,Power,0.00813
DK,38,Power,0.00731
DK,39,Power,0.00697
DK,40,Power,0.00568
DK,41,Power,0.00484
DK,42,Power,0.00387
DK,43,Power,0.00249
DK,44,Power,0.00291
DK,45,Power,0.00317
DK,46,Power,0.00483
DK,47,Power,0.00519
DK,48,Power,0.00597
DK,49,Power,0.00681
DK,50,Power,0.00694
DK,51,Power,0.00725
DK,52,Power,0.00688
DK,53,Power,0.00787
DK,54,Power,0.00837
DK,55,Power,0.00871
DK,56,Power,0.00829
DK,57,Power,0.00776
DK,58,Power,0.00744
DK,59,Power,0.00643
DK,60,Power,0.00681
DK,61,Power,0.00675
DK,62,Power,0.00753
DK,63,Power,0.0071
DK,64,Power,0.00648
DK,65,Power,0.00566
DK,66,Power,0.00486
DK,67,Power,0.00473
DK,68,Power,0.00452
DK,69,Power,0.00476
DK,70,Power,0.00524
DK,71,Power,0.00661
DK,72,Power,0.0085
DK,73,Power,0.00857
DK,74,Power,0.00935
DK,75,Power,0.00825
DK,76,Power,0.0096
DK,77,Power,0.0091
DK,78,Power,0.00991
DK,79,Power,0.00972
DK,80,Power,0.009
DK,81,Power,0.00888
DK,82,Power,0.00799
DK,83,Power,0.00868
DK,84,Power,0.00815
DK,85,Power,0.00852
DK,86,Power,0.00713
DK,87,Power,0.00663
DK,88,Power,0.00567
DK,89,Power,0.00537
DK,90,Power,0.005
DK,91,Power,0.00489
DK,92,Power,0.0053
DK,93,Power,0.00567
DK,94,Power,0.00665
DK,95,Power,0.00833
DK,96,Power,0.00867
DK,97,Power,0.01003
DK,98,Power,0.00944
DK,99,Power,0.0109
DK,100,Power,0.01081
DK,101,Power,0.0118
DK,102,Power,0.01184
DK,103,Power,0.01093
DK,104,Power,0.01084
DK,105,Power,0.01039
DK,106,Power,0.01214
DK,107,Power,0.01266
DK,108,Power,0.01351
DK,109,Power,0.01258
DK,110,Power,0.01121
DK,111,Power,0.00999
DK,112,Power,0.00881
DK,113,Power,0.00807
DK,114,Power,0.00695
DK,115,Power,0.00632
DK,116,Power,0.00618
DK,117,Power,0.0062
DK,118,Power,0.00602
DK,119,Power,0.00594
DK,120,Power,0.00582
DK,1,Mobility,0.01015
DK,2,Mobility,0.00934
DK,3,Mobility,0.00894
DK,4,Mobility,0.00855
DK,5,Mobility,0.00974
DK,6,Mobility,0.01096
DK,7,Mobility,0.0143
DK,8,Mobility,0.01819
DK,9,Mobility,0.02041
DK,10,Mobility,0.01907
DK,11,Mobility,0.01387
DK,12,Mobility,0.00934
DK,13,Mobility,0.00586
DK,14,Mobility,0.00371
DK,15,Mobility,0.00239
DK,16,Mobility,0.00123
DK,17,Mobility,0.00102
DK,18,Mobility,0.00102
DK,19,Mobility,0.00123
DK,20,Mobility,0.00178
DK,21,Mobility,0.00239
DK,22,Mobility,0.00441
DK,23,Mobility,0.00894
DK,24,Mobility,0.01137
DK,25,Mobility,0.0122
DK,26,Mobility,0.00934
DK,27,Mobility,0.00894
DK,28,Mobility,0.00855
DK,29,Mobility,0.00974
DK,30,Mobility,0.01096
DK,31,Mobility,0.0143
DK,32,Mobility,0.01819
DK,33,Mobility,0.02041
DK,34,Mobility,0.01907
DK,35,Mobility,0.01387
DK,36,Mobility,0.00934
DK,37,Mobility,0.00586
DK,38,Mobility,0.00371
DK,39,Mobility,0.00239
DK,40,Mobility,0.00123
DK,41,Mobility,0.00102
DK,42,Mobility,0.00102
DK,43,Mobility,0.00123
DK,44,Mobility,0.00178
DK,45,Mobility,0.00239
DK,46,Mobility,0.00441
DK,47,Mobility,0.00894
DK,48,Mobility,0.01137
DK,49,Mobility,0.0122
DK,50,Mobility,0.00934
DK,51,Mobility,0.00894
DK,52,Mobility,0.00855
DK,53,Mobility,0.00974
DK,54,Mobility,0.01096
DK,55,Mobility,0.0143
DK,56,Mobility,0.01819
DK,57,Mobility,0.02041
DK,58,Mobility,0.01907
DK,59,Mobility,0.01387
DK,60,Mobility,0.00934
DK,61,Mobility,0.00586
DK,62,Mobility,0.00371
DK,63,Mobility,0.00239
DK,64,Mobility,0.00123
DK,65,Mobility,0.00102
DK,66,Mobility,0.00102
DK,67,Mobility,0.00123
DK,68,Mobility,0.00178
DK,69,Mobility,0.00239
DK,70,Mobility,0.00441
DK,71,Mobility,0.00894
DK,72,Mobility,0.01137
DK,73,Mobility,0.0122
DK,74,Mobility,0.00934
DK,75,Mobility,0.00894
DK,76,Mobility,0.00855
DK,77,Mobility,0.00974
DK,78,Mobility,0.01096
DK,79,Mobility,0.0143
DK,80,Mobility,0.01819
DK,81,Mobility,0.02041
DK,82,Mobility,0.01907
DK,83,Mobility,0.01387
DK,84,Mobility,0.00934
DK,85,Mobility,0.00586
DK,86,Mobility,0.00371
DK,87,Mobility,0.00239
DK,88,Mobility,0.00123
DK,89,Mobility,0.00102
DK,90,Mobility,0.00102
DK,91,Mobility,0.00123
DK,92,Mobility,0.00178
DK,93,Mobility,0.00239
DK,94,Mobility,0.00441
DK,95,Mobility,0.00894
DK,96,Mobility,0.01137
DK,97,Mobility,0.0122
DK,98,Mobility,0.00934
DK,99,Mobility,0.00894
DK,100,Mobility,0.00855
DK,101,Mobility,0.00974
DK,102,Mobility,0.01096
DK,103,Mobility,0.0143
DK,104,Mobility,0.01819
DK,105,Mobility,0.02041
DK,106,Mobility,0.01907
DK,107,Mobility,0.01387
DK,108,Mobility,0.00934
DK,109,Mobility,0.00586
DK,110,Mobility,0.00371
DK,111,Mobility,0.00239
DK,112,Mobility,0.00123
DK,113,Mobility,0.00102
DK,114,Mobility,0.00102
DK,115,Mobility,0.00123
DK,116,Mobility,0.00178
DK,117,Mobility,0.00239
DK,118,Mobility,0.00441
DK,119,Mobility,0.00894
DK,120,Mobility,0.01199
DK,1,Heat,0.01628
DK,2,Heat,0.01642
DK,3,Heat,0.01654
DK,4,Heat,0.01554
DK,5,Heat,0.0145
DK,6,Heat,0.01374
DK,7,Heat,0.01341
DK,8,Heat,0.0134
DK,9,Heat,0.01374
DK,10,Heat,0.01336
DK,11,Heat,0.01316
DK,12,Heat,0.0129
DK,13,Heat,0.0134
DK,14,Heat,0.01382
DK,15,Heat,0.01415
DK,16,Heat,0.01441
DK,17,Heat,0.01415
DK,18,Heat,0.01426
DK,19,Heat,0.01438
DK,20,Heat,0.01491
DK,21,Heat,0.015
DK,22,Heat,0.01503
DK,23,Heat,0.01508
DK,24,Heat,0.01512
DK,25,Heat,0.0159
DK,26,Heat,0.01642
DK,27,Heat,0.01654
DK,28,Heat,0.01554
DK,29,Heat,0.0145
DK,30,Heat,0.01066
DK,31,Heat,0.00723
DK,32,Heat,0.00415
DK,33,Heat,0.00407
DK,34,Heat,0.00415
DK,35,Heat,0.00441
DK,36,Heat,0.00477
DK,37,Heat,0.00527
DK,38,Heat,0.00524
DK,39,Heat,0.00523
DK,40,Heat,0.00525
DK,41,Heat,0.0058
DK,42,Heat,0.00622
DK,43,Heat,0.00649
DK,44,Heat,0.00674
DK,45,Heat,0.00699
DK,46,Heat,0.00802
DK,47,Heat,0.00881
DK,48,Heat,0.00924
DK,49,Heat,0.00845
DK,50,Heat,0.0075
DK,51,Heat,0.00653
DK,52,Heat,0.00573
DK,53,Heat,0.00512
DK,54,Heat,0.00471
DK,55,Heat,0.00441
DK,56,Heat,0.00415
DK,57,Heat,0.00407
DK,58,Heat,0.00415
DK,59,Heat,0.00441
DK,60,Heat,0.00361
DK,61,Heat,0.0029
DK,62,Heat,0.00199
DK,63,Heat,0.00207
DK,64,Heat,0.00218
DK,65,Heat,0.00252
DK,66,Heat,0.00281
DK,67,Heat,0.00297
DK,68,Heat,0.0031
DK,69,Heat,0.00321
DK,70,Heat,0.00328
DK,71,Heat,0.00387
DK,72,Heat,0.00425
DK,73,Heat,0.00433
DK,74,Heat,0.00357
DK,75,Heat,0.00281
DK,76,Heat,0.00228
DK,77,Heat,0.00197
DK,78,Heat,0.00182
DK,79,Heat,0.00176
DK,80,Heat,0.00172
DK,81,Heat,0.00172
DK,82,Heat,0.00173
DK,83,Heat,0.00176
DK,84,Heat,0.00182
DK,85,Heat,0.00199
DK,86,Heat,0.00199
DK,87,Heat,0.00207
DK,88,Heat,0.00218
DK,89,Heat,0.00252
DK,90,Heat,0.00522
DK,91,Heat,0.008
DK,92,Heat,0.01083
DK,93,Heat,0.01093
DK,94,Heat,0.01107
DK,95,Heat,0.01124
DK,96,Heat,0.01124
DK,97,Heat,0.01192
DK,98,Heat,0.01226
DK,99,Heat,0.01221
DK,100,Heat,0.01149
DK,101,Heat,0.01082
DK,102,Heat,0.01047
DK,103,Heat,0.01006
DK,104,Heat,0.01
DK,105,Heat,0.00937
DK,106,Heat,0.00888
DK,107,Heat,0.00842
DK,108,Heat,0.00886
DK,109,Heat,0.00924
DK,110,Heat,0.00962
DK,111,Heat,0.00994
DK,112,Heat,0.01026
DK,113,Heat,0.01048
DK,114,Heat,0.01064
DK,115,Heat,0.01076
DK,116,Heat,0.01083
DK,117,Heat,0.01093
DK,118,Heat,0.01107
DK,119,Heat,0.01124
DK,120,Heat,0.01134
FR,1,Power,0.00885
FR,2,Power,0.00987
FR,3,Power,0.01191
FR,4,Power,0.01191
FR,5,Power,0.01272
FR,6,Power,0.01292
FR,7,Power,0.01374
FR,8,Power,0.01346
FR,9,Power,0.01289
FR,10,Power,0.0121
FR,11,Power,0.01154
FR,12,Power,0.01223
FR,13,Power,0.01252
FR,14,Power,0.01261
FR,15,Power,0.01193
FR,16,Power,0.0118
FR,17,Power,0.0118
FR,18,Power,0.01194
FR,19,Power,0.01191
FR,20,Power,0.01112
FR,21,Power,0.00972
FR,22,Power,0.00825
FR,23,Power,0.00879
FR,24,Power,0.01084
FR,25,Power,0.01265
FR,26,Power,0.01288
FR,27,Power,0.01111
FR,28,Power,0.01092
FR,29,Power,0.0105
FR,30,Power,0.0111
FR,31,Power,0.01074
FR,32,Power,0.01037
FR,33,Power,0.00983
FR,34,Power,0.00796
FR,35,Power,0.00705
FR,36,Power,0.00637
FR,37,Power,0.00708
FR,38,Power,0.00737
FR,39,Power,0.00789
FR,40,Power,0.00768
FR,41,Power,0.00683
FR,42,Power,0.0055
FR,43,Power,0.00473
FR,44,Power,0.0047
FR,45,Power,0.00492
FR,46,Power,0.00591
FR,47,Power,0.00717
FR,48,Power,0.0083
FR,49,Power,0.00891
FR,50,Power,0.00777
FR,51,Power,0.00763
FR,52,Power,0.00677
FR,53,Power,0.00747
FR,54,Power,0.00721
FR,55,Power,0.00751
FR,56,Power,0.00734
FR,57,Power,0.00643
FR,58,Power,0.0063
FR,59,Power,0.00568
FR,60,Power,0.00625
FR,61,Power,0.00588
FR,62,Power,0.00655
FR,63,Power,0.00673
FR,64,Power,0.00639
FR,65,Power,0.00578
FR,66,Power,0.00493
FR,67,Power,0.00485
FR,68,Power,0.0044
FR,69,Power,0.00448
FR,70,Power,0.0046
FR,71,Power,0.00491
FR,72,Power,0.00527
FR,73,Power,0.00495
FR,74,Power,0.00532
FR,75,Power,0.00527
FR,76,Power,0.00623
FR,77,Power,0.00649
FR,78,Power,0.00696
FR,79,Power,0.00699
FR,80,Power,0.0061
FR,81,Power,0.00624
FR,82,Power,0.00574
FR,83,Power,0.00658
FR,84,Power,0.00643
FR,85,Power,0.00675
FR,86,Power,0.00682
FR,87,Power,0.00642
FR,88,Power,0.00608
FR,89,Power,0.00525
FR,90,Power,0.00493
FR,91,Power,0.00446
FR,92,Power,0.00447
FR,93,Power,0.00487
FR,94,Power,0.00607
FR,95,Power,0.00754
FR,96,Power,0.00716
FR,97,Power,0.00735
FR,98,Power,0.0065
FR,99,Power,0.00773
FR,100,Power,0.00753
FR,101,Power,0.00867
FR,102,Power,0.00875
FR,103,Power,0.00845
FR,104,Power,0.00838
FR,105,Power,0.00849
FR,106,Power,0.01049
FR,107,Power,0.01197
FR,108,Power,0.01321
FR,109,Power,0.01315
FR,110,Power,0.0119
FR,111,Power,0.01162
FR,112,Power,0.01116
FR,113,Power,0.0115
FR,114,Power,0.011
FR,115,Power,0.01042
FR,116,Power,0.00946
FR,117,Power,0.0084
FR,118,Power,0.00773
FR,119,Power,0.00748
FR,120,Power,0.00756
FR,1,Mobility,0.01015
FR,2,Mobility,0.00934
FR,3,Mobility,0.00894
FR,4,Mobility,0.00855
FR,5,Mobility,0.00974
FR,6,Mobility,0.01096
FR,7,Mobility,0.0143
FR,8,Mobility,0.01819
FR,9,Mobility,0.02041
FR,10,Mobility,0.01907
FR,11,Mobility,0.01387
FR,12,Mobility,0.00934
FR,13,Mobility,0.00586
FR,14,Mobility,0.00371
FR,15,Mobility,0.00239
FR,16,Mobility,0.00123
FR,17,Mobility,0.00102
FR,18,Mobility,0.00102
FR,19,Mobility,0.00123
FR,20,Mobility,0.00178
FR,21,Mobility,0.00239
FR,22,Mobility,0.00441
FR,23,Mobility,0.00894
FR,24,Mobility,0.01137
FR,25,Mobility,0.0122
FR,26,Mobility,0.00934
FR,27,Mobility,0.00894
FR,28,Mobility,0.00855
FR,29,Mobility,0.00974
FR,30,Mobility,0.01096
FR,31,Mobility,0.0143
FR,32,Mobility,0.01819
FR,33,Mobility,0.02041
FR,34,Mobility,0.01907
FR,35,Mobility,0.01387
FR,36,Mobility,0.00934
FR,37,Mobility,0.00586
FR,38,Mobility,0.00371
FR,39,Mobility,0.00239
FR,40,Mobility,0.00123
FR,41,Mobility,0.00102
FR,42,Mobility,0.00102
FR,43,Mobility,0.00123
FR,44,Mobility,0.00178
FR,45,Mobility,0.00239
FR,46,Mobility,0.00441
FR,47,Mobility,0.00894
FR,48,Mobility,0.01137
FR,49,Mobility,0.0122
FR,50,Mobility,0.00934
FR,51,Mobility,0.00894
FR,52,Mobility,0.00855
FR,53,Mobility,0.00974
FR,54,Mobility,0.01096
FR,55,Mobility,0.0143
FR,56,Mobility,0.01819
FR,57,Mobility,0.02041
FR,58,Mobility,0.01907
FR,59,Mobility,0.01387
FR,60,Mobility,0.00934
FR,61,Mobility,0.00586
FR,62,Mobility,0.00371
FR,63,Mobility,0.00239
FR,64,Mobility,0.00123
FR,65,Mobility,0.00102
FR,66,Mobility,0.00102
FR,67,Mobility,0.00123
FR,68,Mobility,0.00178
FR,69,Mobility,0.00239
FR,70,Mobility,0.00441
FR,71,Mobility,0.00894
FR,72,Mobility,0.01137
FR,73,Mobility,0.0122
FR,74,Mobility,0.00934
FR,75,Mobility,0.00894
FR,76,Mobility,0.00855
FR,77,Mobility,0.00974
FR,78,Mobility,0.01096
FR,79,Mobility,0.0143
FR,80,Mobility,0.01819
FR,81,Mobility,0.02041
FR,82,Mobility,0.01907
FR,83,Mobility,0.01387
FR,84,Mobility,0.00934
FR,85,Mobility,0.00586
FR,86,Mobility,0.00371
FR,87,Mobility,0.00239
FR,88,Mobility,0.00123
FR,89,Mobility,0.00102
FR,90,Mobility,0.00102
FR,91,Mobility,0.00123
FR,92,Mobility,0.00178
FR,93,Mobility,0.00239
FR,94,Mobility,0.00441
FR,95,Mobility,0.00894
FR,96,Mobility,0.01137
FR,97,Mobility,0.0122
FR,98,Mobility,0.00934
FR,99,Mobility,0.00894
FR,100,Mobility,0.00855
FR,101,Mobility,0.00974
FR,102,Mobility,0.01096
FR,103,Mobility,0.0143
FR,104,Mobility,0.01819
FR,105,Mobility,0.02041
FR,106,Mobility,0.01907
FR,107,Mobility,0.01387
FR,108,Mobility,0.00934
FR,109,Mobility,0.00586
FR,110,Mobility,0.00371
FR,111,Mobility,0.00239
FR,112,Mobility,0.00123
FR,113,Mobility,0.00102
FR,114,Mobility,0.00102
FR,115,Mobility,0.00123
FR,116,Mobility,0.00178
FR,117,Mobility,0.00239
FR,118,Mobility,0.00441
FR,119,Mobility,0.00894
FR,120,Mobility,0.01199
FR,1,Heat,0.01712
FR,2,Heat,0.01742
FR,3,Heat,0.01783
FR,4,Heat,0.01654
FR,5,Heat,0.01495
FR,6,Heat,0.01348
FR,7,Heat,0.01236
FR,8,Heat,0.01178
FR,9,Heat,0.01186
FR,10,Heat,0.01124
FR,11,Heat,0.01093
FR,12,Heat,0.01055
FR,13,Heat,0.01133
FR,14,Heat,0.01195
FR,15,Heat,0.01258
FR,16,Heat,0.01313
FR,17,Heat,0.01368
FR,18,Heat,0.01399
FR,19,Heat,0.01425
FR,20,Heat,0.01448
FR,21,Heat,0.0147
FR,22,Heat,0.01489
FR,23,Heat,0.01505
FR,24,Heat,0.01525
FR,25,Heat,0.01649
FR,26,Heat,0.01742
FR,27,Heat,0.01783
FR,28,Heat,0.01654
FR,29,Heat,0.01495
FR,30,Heat,0.0105
FR,31,Heat,0.00669
FR,32,Heat,0.00361
FR,33,Heat,0.00342
FR,34,Heat,0.00338
FR,35,Heat,0.00348
FR,36,Heat,0.00375
FR,37,Heat,0.00428
FR,38,Heat,0.00435
FR,39,Heat,0.00443
