Year,Region,Storage,Hour,Fuel,Value
2020,DE,PHS,87,Power,-0.0
2020,DE,PHS,88,Power,-0.0
2020,DE,PHS,89,Power,-0.0
2020,DE,PHS,90,Power,-0.0
2020,DE,PHS,91,Power,-0.0
2020,DE,PHS,92,Power,-0.0
2020,DE,PHS,93,Power,-0.0
2020,DE,PHS,94,Power,-0.0
2020,DE,PHS,95,Power,-0.0
2020,DE,PHS,96,Power,-0.0
2020,DE,PHS,97,Power,-0.0
2020,DE,PHS,98,Power,-0.0
2020,DE,PHS,99,Power,-0.0
2020,DE,PHS,100,Power,-0.0
2020,DE,PHS,101,Power,-0.0
2020,DE,PHS,102,Power,-0.0
2020,DE,PHS,103,Power,-0.0
2020,DE,PHS,104,Power,-0.0
2020,DE,PHS,105,Power,-0.0
2020,DE,PHS,106,Power,-0.0
2020,DE,PHS,107,Power,-0.0
2020,DE,PHS,108,Power,-0.0
2020,DE,PHS,109,Power,-0.0
2020,DE,PHS,110,Power,-0.0
2020,DE,PHS,111,Power,-0.0
2020,DE,PHS,112,Power,-0.0
2020,DE,PHS,113,Power,-0.0
2020,DE,PHS,114,Power,-0.0
2020,DE,PHS,115,Power,-0.0
2020,DE,PHS,116,Power,-0.0
2020,DE,PHS,117,Power,-0.0
2020,DE,PHS,118,Power,-0.0
2020,DE,PHS,119,Power,-0.0
2020,DE,PHS,120,Power,-0.0
2020,DE,H2Tank,1,H2,30.0
2020,DE,H2Tank,2,H2,27.09862081951054
2020,DE,H2Tank,3,H2,27.09862081951054
2020,DE,H2Tank,4,H2,27.09862081951054
2020,DE,H2Tank,5,H2,27.09862081951054
2020,DE,H2Tank,6,H2,27.09862081951054
2020,DE,H2Tank,7,H2,20.28292392825801
2020,DE,H2Tank,8,H2,8.962691227858082
2020,DE,H2Tank,9,H2,0.0
2020,DE,H2Tank,10,H2,-0.0
2020,DE,H2Tank,11,H2,-0.0
2020,DE,H2Tank,12,H2,-0.0
2020,DE,H2Tank,13,H2,-0.0
2020,DE,H2Tank,14,H2,-0.0
2020,DE,H2Tank,15,H2,0.0
2020,DE,H2Tank,16,H2,-0.0
2020,DE,H2Tank,17,H2,-0.0
2020,DE,H2Tank,18,H2,0.0
2020,DE,H2Tank,19,H2,-0.0
2020,DE,H2Tank,20,H2,-0.0
2020,DE,H2Tank,21,H2,-0.0
2020,DE,H2Tank,22,H2,-0.0
2020,DE,H2Tank,23,H2,-0.0
2020,DE,H2Tank,24,H2,-0.0
2020,DE,H2Tank,25,H2,-0.0
2020,DE,H2Tank,26,H2,-0.0
2020,DE,H2Tank,27,H2,-0.0
2020,DE,H2Tank,28,H2,0.0
2020,DE,H2Tank,29,H2,12.824454188379667
2020,DE,H2Tank,30,H2,27.07445418837967
2020,DE,H2Tank,31,H2,41.32445418837967
2020,DE,H2Tank,32,H2,42.324292265679674
2020,DE,H2Tank,33,H2,36.66053592537666
2020,DE,H2Tank,34,H2,36.66053592537666
2020,DE,H2Tank,35,H2,36.66053592537666
2020,DE,H2Tank,36,H2,36.66053592537666
2020,DE,H2Tank,37,H2,36.66053592537666
2020,DE,H2Tank,38,H2,36.66053592537666
2020,DE,H2Tank,39,H2,24.3846477278328
2020,DE,H2Tank,40,H2,24.3846477278328
2020,DE,H2Tank,41,H2,24.3846477278328
2020,DE,H2Tank,42,H2,24.3846477278328
2020,DE,H2Tank,43,H2,15.789473684210526
2020,DE,H2Tank,44,H2,15.789473684210526
2020,DE,H2Tank,45,H2,15.789473684210526
2020,DE,H2Tank,46,H2,15.789473684210526
2020,DE,H2Tank,47,H2,15.789473684210526
2020,DE,H2Tank,48,H2,0.0
2020,DE,H2Tank,49,H2,0.0
2020,DE,H2Tank,50,H2,8.243716293615634
2020,DE,H2Tank,51,H2,22.493716293615634
2020,DE,H2Tank,52,H2,36.743716293615634
2020,DE,H2Tank,53,H2,44.5904647847573
2020,DE,H2Tank,54,H2,51.8983510104323
2020,DE,H2Tank,55,H2,57.47285776040065
2020,DE,H2Tank,56,H2,60.0
2020,DE,H2Tank,57,H2,60.0
2020,DE,H2Tank,58,H2,60.0
2020,DE,H2Tank,59,H2,60.0
2020,DE,H2Tank,60,H2,48.33122866719299
2020,DE,H2Tank,61,H2,48.33122866719299
2020,DE,H2Tank,62,H2,38.486802296140354
2020,DE,H2Tank,63,H2,38.486802296140354
2020,DE,H2Tank,64,H2,38.486802296140354
2020,DE,H2Tank,65,H2,29.49749807105263
2020,DE,H2Tank,66,H2,29.49749807105263
2020,DE,H2Tank,67,H2,29.49749807105263
2020,DE,H2Tank,68,H2,15.49448972368421
2020,DE,H2Tank,69,H2,15.49448972368421
2020,DE,H2Tank,70,H2,15.49448972368421
2020,DE,H2Tank,71,H2,0.0
2020,DE,H2Tank,72,H2,0.0
2020,DE,H2Tank,73,H2,0.0
2020,DE,H2Tank,74,H2,-0.0
2020,DE,H2Tank,75,H2,14.25
2020,DE,H2Tank,76,H2,28.5
2020,DE,H2Tank,77,H2,42.75
2020,DE,H2Tank,78,H2,53.0229124236
2020,DE,H2Tank,79,H2,57.84527556995
2020,DE,H2Tank,80,H2,60.0
2020,DE,H2Tank,81,H2,60.0
2020,DE,H2Tank,82,H2,60.0
2020,DE,H2Tank,83,H2,60.0
2020,DE,H2Tank,84,H2,60.0
2020,DE,H2Tank,85,H2,46.593749497503154
2020,DE,H2Tank,86,H2,46.593749497503154
2020,DE,H2Tank,87,H2,32.210518352064554
2020,DE,H2Tank,88,H2,32.210518352064554
2020,DE,H2Tank,89,H2,32.210518352064554
2020,DE,H2Tank,90,H2,32.210518352064554
2020,DE,H2Tank,91,H2,32.210518352064554
2020,DE,H2Tank,92,H2,32.210518352064554
2020,DE,H2Tank,93,H2,32.210518352064554
2020,DE,H2Tank,94,H2,32.210518352064554
2020,DE,H2Tank,95,H2,32.210518352064554
2020,DE,H2Tank,96,H2,32.210518352064554
2020,DE,H2Tank,97,H2,32.210518352064554
2020,DE,H2Tank,98,H2,32.210518352064554
2020,DE,H2Tank,99,H2,32.210518352064554
2020,DE,H2Tank,100,H2,32.210518352064554
2020,DE,H2Tank,101,H2,26.37298227767859
2020,DE,H2Tank,102,H2,26.37298227767859
2020,DE,H2Tank,103,H2,26.37298227767859
2020,DE,H2Tank,104,H2,26.37298227767859
2020,DE,H2Tank,105,H2,26.37298227767859
2020,DE,H2Tank,106,H2,26.37298227767859
2020,DE,H2Tank,107,H2,26.37298227767859
2020,DE,H2Tank,108,H2,26.37298227767859
2020,DE,H2Tank,109,H2,26.37298227767859
2020,DE,H2Tank,110,H2,26.37298227767859
2020,DE,H2Tank,111,H2,26.37298227767859
2020,DE,H2Tank,112,H2,26.37298227767859
2020,DE,H2Tank,113,H2,26.37298227767859
2020,DE,H2Tank,114,H2,26.37298227767859
2020,DE,H2Tank,115,H2,26.37298227767859
2020,DE,H2Tank,116,H2,26.37298227767859
2020,DE,H2Tank,117,H2,26.37298227767859
2020,DE,H2Tank,118,H2,26.980934519091974
2020,DE,H2Tank,119,H2,28.50434498154251
2020,DE,H2Tank,120,H2,30.0
2020,FR,Battery,1,Power,29.305050088399998
2020,FR,Battery,2,Power,31.346014500239892
2020,FR,Battery,3,Power,15.207419769960914
2020,FR,Battery,4,Power,0.0
2020,FR,Battery,5,Power,-0.0
2020,FR,Battery,6,Power,0.0
2020,FR,Battery,7,Power,-0.0
2020,FR,Battery,8,Power,-0.0
2020,FR,Battery,9,Power,-0.0
2020,FR,Battery,10,Power,-0.0
2020,FR,Battery,11,Power,5.165349309386142
2020,FR,Battery,12,Power,9.055613337122102
2020,FR,Battery,13,Power,9.01033527043649
2020,FR,Battery,14,Power,8.965283594084308
2020,FR,Battery,15,Power,8.34283087389167
2020,FR,Battery,16,Power,8.301116719522213
2020,FR,Battery,17,Power,8.259611135924603
2020,FR,Battery,18,Power,8.218313080244979
2020,FR,Battery,19,Power,8.177221514843755
2020,FR,Battery,20,Power,8.136335407269538
2020,FR,Battery,21,Power,8.09565373023319
2020,FR,Battery,22,Power,8.055175461582026
2020,FR,Battery,23,Power,8.956436261874122
2020,FR,Battery,24,Power,8.911654080564753
2020,FR,Battery,25,Power,8.867095810161931
2020,FR,Battery,26,Power,0.0
2020,FR,Battery,27,Power,0.0
2020,FR,Battery,28,Power,-0.0
2020,FR,Battery,29,Power,-0.0
2020,FR,Battery,30,Power,-0.0
2020,FR,Battery,31,Power,-0.0
2020,FR,Battery,32,Power,-0.0
2020,FR,Battery,33,Power,-0.0
2020,FR,Battery,34,Power,-0.0
2020,FR,Battery,35,Power,-0.0
2020,FR,Battery,36,Power,-0.0
2020,FR,Battery,37,Power,-0.0
2020,FR,Battery,38,Power,-0.0
2020,FR,Battery,39,Power,-0.0
2020,FR,Battery,40,Power,-0.0
2020,FR,Battery,41,Power,-0.0
2020,FR,Battery,42,Power,-0.0
2020,FR,Battery,43,Power,-0.0
2020,FR,Battery,44,Power,2.4584729105294754
2020,FR,Battery,45,Power,2.446180545976828
2020,FR,Battery,46,Power,2.4339496432469443
2020,FR,Battery,47,Power,2.4217798950307095
2020,FR,Battery,48,Power,-0.0
2020,FR,Battery,49,Power,0.0
2020,FR,Battery,50,Power,-0.0
2020,FR,Battery,51,Power,-0.0
2020,FR,Battery,52,Power,10.289800503179999
2020,FR,Battery,53,Power,15.59974740075176
2020,FR,Battery,54,Power,20.13031198130455
2020,FR,Battery,55,Power,22.88348801512611
2020,FR,Battery,56,Power,24.642182535007038
2020,FR,Battery,57,Power,39.518971622332
2020,FR,Battery,58,Power,44.648418917496905
2020,FR,Battery,59,Power,50.0
2020,FR,Battery,60,Power,35.92793222148148
2020,FR,Battery,61,Power,17.229774041855553
2020,FR,Battery,62,Power,0.0
2020,FR,Battery,63,Power,-0.0
2020,FR,Battery,64,Power,-0.0
2020,FR,Battery,65,Power,-0.0
2020,FR,Battery,66,Power,-0.0
2020,FR,Battery,67,Power,0.0
2020,FR,Battery,68,Power,0.0
2020,FR,Battery,69,Power,0.0
2020,FR,Battery,70,Power,0.0
2020,FR,Battery,71,Power,0.0
2020,FR,Battery,72,Power,0.0
2020,FR,Battery,73,Power,-0.0
2020,FR,Battery,74,Power,0.0
2020,FR,Battery,75,Power,0.839234687998475
2020,FR,Battery,76,Power,10.289751682738476
2020,FR,Battery,77,Power,21.288669441412438
2020,FR,Battery,78,Power,29.11071695167405
2020,FR,Battery,79,Power,40.00045517096118
2020,FR,Battery,80,Power,50.0
2020,FR,Battery,81,Power,50.0
2020,FR,Battery,82,Power,49.75
2020,FR,Battery,83,Power,31.553154483912877
2020,FR,Battery,84,Power,12.876870192974796
2020,FR,Battery,85,Power,12.812485842009922
2020,FR,Battery,86,Power,12.748423412799871
2020,FR,Battery,87,Power,12.684681295735873
2020,FR,Battery,88,Power,12.621257889257192
2020,FR,Battery,89,Power,12.558151599810905
2020,FR,Battery,90,Power,12.49536084181185
2020,FR,Battery,91,Power,12.432884037602792
2020,FR,Battery,92,Power,12.370719617414778
2020,FR,Battery,93,Power,12.308866019327704
2020,FR,Battery,94,Power,12.247321689231065
2020,FR,Battery,95,Power,12.18608508078491
2020,FR,Battery,96,Power,12.125154655380985
2020,FR,Battery,97,Power,12.06452888210408
2020,FR,Battery,98,Power,12.004206237693559
2020,FR,Battery,99,Power,11.944185206505091
2020,FR,Battery,100,Power,11.884464280472566
2020,FR,Battery,101,Power,12.945059730169064
2020,FR,Battery,102,Power,16.092827099118207
2020,FR,Battery,103,Power,31.012362963622614
2020,FR,Battery,104,Power,30.857301148804503
2020,FR,Battery,105,Power,30.70301464306048
2020,FR,Battery,106,Power,30.549499569845178
2020,FR,Battery,107,Power,30.39675207199595
2020,FR,Battery,108,Power,30.244768311635973
2020,FR,Battery,109,Power,29.379762659411128
2020,FR,Battery,110,Power,29.23286384611407
2020,FR,Battery,111,Power,24.092911166439052
2020,FR,Battery,112,Power,23.972446610606855
2020,FR,Battery,113,Power,20.625595600664933
2020,FR,Battery,114,Power,20.52246762266161
2020,FR,Battery,115,Power,20.4198552845483
2020,FR,Battery,116,Power,20.31775600812556
2020,FR,Battery,117,Power,20.21616722808493
2020,FR,Battery,118,Power,21.526923941144506
2020,FR,Battery,119,Power,25.12562814070352
2020,FR,Battery,120,Power,25.0
2020,FR,PHS,1,Power,-0.0
2020,FR,PHS,2,Power,-0.0
2020,FR,PHS,3,Power,-0.0
2020,FR,PHS,4,Power,-0.0
2020,FR,PHS,5,Power,-0.0
2020,FR,PHS,6,Power,-0.0
2020,FR,PHS,7,Power,-0.0
2020,FR,PHS,8,Power,-0.0
2020,FR,PHS,9,Power,-0.0
2020,FR,PHS,10,Power,-0.0
2020,FR,PHS,11,Power,-0.0
2020,FR,PHS,12,Power,-0.0
2020,FR,PHS,13,Power,0.0
2020,FR,PHS,14,Power,-0.0
2020,FR,PHS,15,Power,-0.0
2020,FR,PHS,16,Power,-0.0
2020,FR,PHS,17,Power,-0.0
2020,FR,PHS,18,Power,-0.0
2020,FR,PHS,19,Power,-0.0
2020,FR,PHS,20,Power,-0.0
2020,FR,PHS,21,Power,-0.0
2020,FR,PHS,22,Power,-0.0
2020,FR,PHS,23,Power,-0.0
2020,FR,PHS,24,Power,-0.0
2020,FR,PHS,25,Power,-0.0
2020,FR,PHS,26,Power,-0.0
2020,FR,PHS,27,Power,-0.0
2020,FR,PHS,28,Power,-0.0
2020,FR,PHS,29,Power,-0.0
2020,FR,PHS,30,Power,-0.0
2020,FR,PHS,31,Power,-0.0
2020,FR,PHS,32,Power,-0.0
2020,FR,PHS,33,Power,-0.0
2020,FR,PHS,34,Power,-0.0
2020,FR,PHS,35,Power,-0.0
2020,FR,PHS,36,Power,-0.0
2020,FR,PHS,37,Power,-0.0
2020,FR,PHS,38,Power,-0.0
2020,FR,PHS,39,Power,-0.0
2020,FR,PHS,40,Power,-0.0
2020,FR,PHS,41,Power,-0.0
2020,FR,PHS,42,Power,-0.0
2020,FR,PHS,43,Power,-0.0
2020,FR,PHS,44,Power,-0.0
2020,FR,PHS,45,Power,-0.0
2020,FR,PHS,46,Power,-0.0
2020,FR,PHS,47,Power,-0.0
2020,FR,PHS,48,Power,-0.0
2020,FR,PHS,49,Power,-0.0
2020,FR,PHS,50,Power,-0.0
2020,FR,PHS,51,Power,-0.0
2020,FR,PHS,52,Power,-0.0
2020,FR,PHS,53,Power,-0.0
2020,FR,PHS,54,Power,-0.0
2020,FR,PHS,55,Power,-0.0
2020,FR,PHS,56,Power,-0.0
2020,FR,PHS,57,Power,-0.0
2020,FR,PHS,58,Power,-0.0
2020,FR,PHS,59,Power,-0.0
2020,FR,PHS,60,Power,-0.0
2020,FR,PHS,61,Power,-0.0
2020,FR,PHS,62,Power,-0.0
2020,FR,PHS,63,Power,-0.0
2020,FR,PHS,64,Power,-0.0
2020,FR,PHS,65,Power,-0.0
2020,FR,PHS,66,Power,-0.0
2020,FR,PHS,67,Power,-0.0
2020,FR,PHS,68,Power,-0.0
2020,FR,PHS,69,Power,-0.0
2020,FR,PHS,70,Power,-0.0
2020,FR,PHS,71,Power,-0.0
2020,FR,PHS,72,Power,-0.0
2020,FR,PHS,73,Power,-0.0
2020,FR,PHS,74,Power,-0.0
2020,FR,PHS,75,Power,-0.0
2020,FR,PHS,76,Power,-0.0
2020,FR,PHS,77,Power,-0.0
2020,FR,PHS,78,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2020,FR,PHS,80,Power,-0.0
2020,FR,PHS,81,Power,-0.0
2020,FR,PHS,82,Power,-0.0
2020,FR,PHS,83,Power,-0.0
2020,FR,PHS,84,Power,-0.0
2020,FR,PHS,85,Power,-0.0
2020,FR,PHS,86,Power,-0.0
2020,FR,PHS,87,Power,-0.0
2020,FR,PHS,88,Power,-0.0
2020,FR,PHS,89,Power,-0.0
2020,FR,PHS,90,Power,-0.0
2020,FR,PHS,91,Power,-0.0
2020,FR,PHS,92,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2020,FR,PHS,94,Power,-0.0
2020,FR,PHS,95,Power,-0.0
2020,FR,PHS,96,Power,-0.0
2020,FR,PHS,97,Power,-0.0
2020,FR,PHS,98,Power,-0.0
2020,FR,PHS,99,Power,-0.0
2020,FR,PHS,100,Power,-0.0
2020,FR,PHS,101,Power,-0.0
2020,FR,PHS,102,Power,-0.0
2020,FR,PHS,103,Power,-0.0
2020,FR,PHS,104,Power,-0.0
2020,FR,PHS,105,Power,-0.0
2020,FR,PHS,106,Power,-0.0
2020,FR,PHS,107,Power,-0.0
2020,FR,PHS,108,Power,-0.0
2020,FR,PHS,109,Power,-0.0
2020,FR,PHS,110,Power,-0.0
2020,FR,PHS,111,Power,-0.0
2020,FR,PHS,112,Power,-0.0
2020,FR,PHS,113,Power,-0.0
2020,FR,PHS,114,Power,-0.0
2020,FR,PHS,115,Power,-0.0
2020,FR,PHS,116,Power,-0.0
2020,FR,PHS,117,Power,-0.0
2020,FR,PHS,118,Power,-0.0
2020,FR,PHS,119,Power,-0.0
2020,FR,PHS,120,Power,-0.0
2020,FR,H2Tank,1,H2,20.0
2020,FR,H2Tank,2,H2,20.0
2020,FR,H2Tank,3,H2,16.719292534345794
2020,FR,H2Tank,4,H2,13.210520604521232
2020,FR,H2Tank,5,H2,9.70174867469667
2020,FR,H2Tank,6,H2,9.116929273035092
2020,FR,H2Tank,7,H2,6.615855958937348
2020,FR,H2Tank,8,H2,6.057012887728576
2020,FR,H2Tank,9,H2,6.057012887728576
2020,FR,H2Tank,10,H2,6.057012887728576
2020,FR,H2Tank,11,H2,6.057012887728576
2020,FR,H2Tank,12,H2,6.057012887728576
2020,FR,H2Tank,13,H2,6.057012887728576
2020,FR,H2Tank,14,H2,6.057012887728576
2020,FR,H2Tank,15,H2,2.6184648312197
2020,FR,H2Tank,16,H2,0.271876645982561
2020,FR,H2Tank,17,H2,-0.0
2020,FR,H2Tank,18,H2,-0.0
2020,FR,H2Tank,19,H2,-0.0
2020,FR,H2Tank,20,H2,-0.0
2020,FR,H2Tank,21,H2,-0.0
2020,FR,H2Tank,22,H2,0.0
2020,FR,H2Tank,23,H2,-0.0
2020,FR,H2Tank,24,H2,0.0
2020,FR,H2Tank,25,H2,-0.0
2020,FR,H2Tank,26,H2,-0.0
2020,FR,H2Tank,27,H2,0.0
2020,FR,H2Tank,28,H2,1.3984368810463097
2020,FR,H2Tank,29,H2,10.89843688104631
2020,FR,H2Tank,30,H2,20.398436881046308
2020,FR,H2Tank,31,H2,29.156136716069838
2020,FR,H2Tank,32,H2,29.68799607585317
2020,FR,H2Tank,33,H2,26.17922414602861
2020,FR,H2Tank,34,H2,25.748201662327258
2020,FR,H2Tank,35,H2,25.748201662327258
2020,FR,H2Tank,36,H2,25.748201662327258
2020,FR,H2Tank,37,H2,25.556495729695683
2020,FR,H2Tank,38,H2,22.04772379987112
2020,FR,H2Tank,39,H2,18.53895187004656
2020,FR,H2Tank,40,H2,15.22264446232726
2020,FR,H2Tank,41,H2,11.713872532502698
2020,FR,H2Tank,42,H2,9.796960270397435
2020,FR,H2Tank,43,H2,9.796960270397435
2020,FR,H2Tank,44,H2,10.526315789473685
2020,FR,H2Tank,45,H2,10.526315789473685
2020,FR,H2Tank,46,H2,10.526315789473685
2020,FR,H2Tank,47,H2,7.017543859649123
2020,FR,H2Tank,48,H2,3.5087719298245617
2020,FR,H2Tank,49,H2,0.0
2020,FR,H2Tank,50,H2,0.0
2020,FR,H2Tank,51,H2,5.334946080560256
2020,FR,H2Tank,52,H2,14.834946080560256
2020,FR,H2Tank,53,H2,24.334946080560258
